"","--dataset","--n_obs","--dim_in","--rep","--path"
"2180","complex",100,25,14,"cont"
"2181","linear",200,25,14,"cont"
"2182","rbf",200,25,14,"cont"
"2183","matern32",200,25,14,"cont"
"2184","complex",200,25,14,"cont"
"2185","linear",500,25,14,"cont"
"2186","rbf",500,25,14,"cont"
"2187","matern32",500,25,14,"cont"
"2188","complex",500,25,14,"cont"
"2189","linear",1000,25,14,"cont"
"2190","rbf",1000,25,14,"cont"
"2191","matern32",1000,25,14,"cont"
"2192","complex",1000,25,14,"cont"
"2193","linear",100,50,14,"cont"
"2194","rbf",100,50,14,"cont"
"2195","matern32",100,50,14,"cont"
"2196","complex",100,50,14,"cont"
"2197","linear",200,50,14,"cont"
"2198","rbf",200,50,14,"cont"
"2199","matern32",200,50,14,"cont"
"2200","complex",200,50,14,"cont"
"2201","linear",500,50,14,"cont"
"2202","rbf",500,50,14,"cont"
"2203","matern32",500,50,14,"cont"
"2204","complex",500,50,14,"cont"
"2205","linear",1000,50,14,"cont"
"2206","rbf",1000,50,14,"cont"
"2207","matern32",1000,50,14,"cont"
"2208","complex",1000,50,14,"cont"
"2209","linear",100,100,14,"cont"
"2210","rbf",100,100,14,"cont"
"2211","matern32",100,100,14,"cont"
"2212","complex",100,100,14,"cont"
"2213","linear",200,100,14,"cont"
"2214","rbf",200,100,14,"cont"
"2215","matern32",200,100,14,"cont"
"2216","complex",200,100,14,"cont"
"2217","linear",500,100,14,"cont"
"2218","rbf",500,100,14,"cont"
"2219","matern32",500,100,14,"cont"
"2220","complex",500,100,14,"cont"
"2221","linear",1000,100,14,"cont"
"2222","rbf",1000,100,14,"cont"
"2223","matern32",1000,100,14,"cont"
"2224","complex",1000,100,14,"cont"
"2225","linear",100,200,14,"cont"
"2226","rbf",100,200,14,"cont"
"2227","matern32",100,200,14,"cont"
"2228","complex",100,200,14,"cont"
"2229","linear",200,200,14,"cont"
"2230","rbf",200,200,14,"cont"
"2231","matern32",200,200,14,"cont"
"2232","complex",200,200,14,"cont"
"2233","linear",500,200,14,"cont"
"2234","rbf",500,200,14,"cont"
"2235","matern32",500,200,14,"cont"
"2236","complex",500,200,14,"cont"
"2237","linear",1000,200,14,"cont"
"2238","rbf",1000,200,14,"cont"
"2239","matern32",1000,200,14,"cont"
"2240","complex",1000,200,14,"cont"
"2241","linear",100,25,15,"cont"
"2242","rbf",100,25,15,"cont"
"2243","matern32",100,25,15,"cont"
"2244","complex",100,25,15,"cont"
"2245","linear",200,25,15,"cont"
"2246","rbf",200,25,15,"cont"
"2247","matern32",200,25,15,"cont"
"2248","complex",200,25,15,"cont"
"2249","linear",500,25,15,"cont"
"2250","rbf",500,25,15,"cont"
"2251","matern32",500,25,15,"cont"
"2252","complex",500,25,15,"cont"
"2253","linear",1000,25,15,"cont"
"2254","rbf",1000,25,15,"cont"
"2255","matern32",1000,25,15,"cont"
"2256","complex",1000,25,15,"cont"
"2257","linear",100,50,15,"cont"
"2258","rbf",100,50,15,"cont"
"2259","matern32",100,50,15,"cont"
"2260","complex",100,50,15,"cont"
"2261","linear",200,50,15,"cont"
"2262","rbf",200,50,15,"cont"
"2263","matern32",200,50,15,"cont"
"2264","complex",200,50,15,"cont"
"2265","linear",500,50,15,"cont"
"2266","rbf",500,50,15,"cont"
"2267","matern32",500,50,15,"cont"
"2268","complex",500,50,15,"cont"
"2269","linear",1000,50,15,"cont"
"2270","rbf",1000,50,15,"cont"
"2271","matern32",1000,50,15,"cont"
"2272","complex",1000,50,15,"cont"
"2273","linear",100,100,15,"cont"
"2274","rbf",100,100,15,"cont"
"2275","matern32",100,100,15,"cont"
"2276","complex",100,100,15,"cont"
"2277","linear",200,100,15,"cont"
"2278","rbf",200,100,15,"cont"
"2279","matern32",200,100,15,"cont"
"2280","complex",200,100,15,"cont"
"2281","linear",500,100,15,"cont"
"2282","rbf",500,100,15,"cont"
"2283","matern32",500,100,15,"cont"
"2284","complex",500,100,15,"cont"
"2285","linear",1000,100,15,"cont"
"2286","rbf",1000,100,15,"cont"
"2287","matern32",1000,100,15,"cont"
"2288","complex",1000,100,15,"cont"
"2289","linear",100,200,15,"cont"
"2290","rbf",100,200,15,"cont"
"2291","matern32",100,200,15,"cont"
"2292","complex",100,200,15,"cont"
"2293","linear",200,200,15,"cont"
"2294","rbf",200,200,15,"cont"
"2295","matern32",200,200,15,"cont"
"2296","complex",200,200,15,"cont"
"2297","linear",500,200,15,"cont"
"2298","rbf",500,200,15,"cont"
"2299","matern32",500,200,15,"cont"
"2300","complex",500,200,15,"cont"
"2301","linear",1000,200,15,"cont"
"2302","rbf",1000,200,15,"cont"
"2303","matern32",1000,200,15,"cont"
"2304","complex",1000,200,15,"cont"
"2305","linear",100,25,16,"cont"
"2306","rbf",100,25,16,"cont"
"2307","matern32",100,25,16,"cont"
"2308","complex",100,25,16,"cont"
"2309","linear",200,25,16,"cont"
"2310","rbf",200,25,16,"cont"
"2311","matern32",200,25,16,"cont"
"2312","complex",200,25,16,"cont"
"2313","linear",500,25,16,"cont"
"2314","rbf",500,25,16,"cont"
"2315","matern32",500,25,16,"cont"
"2316","complex",500,25,16,"cont"
"2317","linear",1000,25,16,"cont"
"2318","rbf",1000,25,16,"cont"
"2319","matern32",1000,25,16,"cont"
"2320","complex",1000,25,16,"cont"
"2321","linear",100,50,16,"cont"
"2322","rbf",100,50,16,"cont"
"2323","matern32",100,50,16,"cont"
"2324","complex",100,50,16,"cont"
"2325","linear",200,50,16,"cont"
"2326","rbf",200,50,16,"cont"
"2327","matern32",200,50,16,"cont"
"2328","complex",200,50,16,"cont"
"2329","linear",500,50,16,"cont"
"2330","rbf",500,50,16,"cont"
"2331","matern32",500,50,16,"cont"
"2332","complex",500,50,16,"cont"
"2333","linear",1000,50,16,"cont"
"2334","rbf",1000,50,16,"cont"
"2335","matern32",1000,50,16,"cont"
"2336","complex",1000,50,16,"cont"
"2337","linear",100,100,16,"cont"
"2338","rbf",100,100,16,"cont"
"2339","matern32",100,100,16,"cont"
"2340","complex",100,100,16,"cont"
"2341","linear",200,100,16,"cont"
"2342","rbf",200,100,16,"cont"
"2343","matern32",200,100,16,"cont"
"2344","complex",200,100,16,"cont"
"2345","linear",500,100,16,"cont"
"2346","rbf",500,100,16,"cont"
"2347","matern32",500,100,16,"cont"
"2348","complex",500,100,16,"cont"
"2349","linear",1000,100,16,"cont"
"2350","rbf",1000,100,16,"cont"
"2351","matern32",1000,100,16,"cont"
"2352","complex",1000,100,16,"cont"
"2353","linear",100,200,16,"cont"
"2354","rbf",100,200,16,"cont"
"2355","matern32",100,200,16,"cont"
"2356","complex",100,200,16,"cont"
"2357","linear",200,200,16,"cont"
"2358","rbf",200,200,16,"cont"
"2359","matern32",200,200,16,"cont"
"2360","complex",200,200,16,"cont"
"2361","linear",500,200,16,"cont"
"2362","rbf",500,200,16,"cont"
"2363","matern32",500,200,16,"cont"
"2364","complex",500,200,16,"cont"
"2365","linear",1000,200,16,"cont"
"2366","rbf",1000,200,16,"cont"
"2367","matern32",1000,200,16,"cont"
"2368","complex",1000,200,16,"cont"
"2369","linear",100,25,17,"cont"
"2370","rbf",100,25,17,"cont"
"2371","matern32",100,25,17,"cont"
"2372","complex",100,25,17,"cont"
"2373","linear",200,25,17,"cont"
"2374","rbf",200,25,17,"cont"
"2375","matern32",200,25,17,"cont"
"2376","complex",200,25,17,"cont"
"2377","linear",500,25,17,"cont"
"2378","rbf",500,25,17,"cont"
"2379","matern32",500,25,17,"cont"
"2380","complex",500,25,17,"cont"
"2381","linear",1000,25,17,"cont"
"2382","rbf",1000,25,17,"cont"
"2383","matern32",1000,25,17,"cont"
"2384","complex",1000,25,17,"cont"
"2385","linear",100,50,17,"cont"
"2386","rbf",100,50,17,"cont"
"2387","matern32",100,50,17,"cont"
"2388","complex",100,50,17,"cont"
"2389","linear",200,50,17,"cont"
"2390","rbf",200,50,17,"cont"
"2391","matern32",200,50,17,"cont"
"2392","complex",200,50,17,"cont"
"2393","linear",500,50,17,"cont"
"2394","rbf",500,50,17,"cont"
"2395","matern32",500,50,17,"cont"
"2396","complex",500,50,17,"cont"
"2397","linear",1000,50,17,"cont"
"2398","rbf",1000,50,17,"cont"
"2399","matern32",1000,50,17,"cont"
"2400","complex",1000,50,17,"cont"
"2401","linear",100,100,17,"cont"
"2402","rbf",100,100,17,"cont"
"2403","matern32",100,100,17,"cont"
"2404","complex",100,100,17,"cont"
"2405","linear",200,100,17,"cont"
"2406","rbf",200,100,17,"cont"
"2407","matern32",200,100,17,"cont"
"2408","complex",200,100,17,"cont"
"2409","linear",500,100,17,"cont"
"2410","rbf",500,100,17,"cont"
"2411","matern32",500,100,17,"cont"
"2412","complex",500,100,17,"cont"
"2413","linear",1000,100,17,"cont"
"2414","rbf",1000,100,17,"cont"
"2415","matern32",1000,100,17,"cont"
"2416","complex",1000,100,17,"cont"
"2417","linear",100,200,17,"cont"
"2418","rbf",100,200,17,"cont"
"2419","matern32",100,200,17,"cont"
"2420","complex",100,200,17,"cont"
"2421","linear",200,200,17,"cont"
"2422","rbf",200,200,17,"cont"
"2423","matern32",200,200,17,"cont"
"2424","complex",200,200,17,"cont"
"2425","linear",500,200,17,"cont"
"2426","rbf",500,200,17,"cont"
"2427","matern32",500,200,17,"cont"
"2428","complex",500,200,17,"cont"
"2429","linear",1000,200,17,"cont"
"2430","rbf",1000,200,17,"cont"
"2431","matern32",1000,200,17,"cont"
"2432","complex",1000,200,17,"cont"
"2433","linear",100,25,18,"cont"
"2434","rbf",100,25,18,"cont"
"2435","matern32",100,25,18,"cont"
"2436","complex",100,25,18,"cont"
"2437","linear",200,25,18,"cont"
"2438","rbf",200,25,18,"cont"
"2439","matern32",200,25,18,"cont"
"2440","complex",200,25,18,"cont"
"2441","linear",500,25,18,"cont"
"2442","rbf",500,25,18,"cont"
"2443","matern32",500,25,18,"cont"
"2444","complex",500,25,18,"cont"
"2445","linear",1000,25,18,"cont"
"2446","rbf",1000,25,18,"cont"
"2447","matern32",1000,25,18,"cont"
"2448","complex",1000,25,18,"cont"
"2449","linear",100,50,18,"cont"
"2450","rbf",100,50,18,"cont"
"2451","matern32",100,50,18,"cont"
"2452","complex",100,50,18,"cont"
"2453","linear",200,50,18,"cont"
"2454","rbf",200,50,18,"cont"
"2455","matern32",200,50,18,"cont"
"2456","complex",200,50,18,"cont"
"2457","linear",500,50,18,"cont"
"2458","rbf",500,50,18,"cont"
"2459","matern32",500,50,18,"cont"
"2460","complex",500,50,18,"cont"
"2461","linear",1000,50,18,"cont"
"2462","rbf",1000,50,18,"cont"
"2463","matern32",1000,50,18,"cont"
"2464","complex",1000,50,18,"cont"
"2465","linear",100,100,18,"cont"
"2466","rbf",100,100,18,"cont"
"2467","matern32",100,100,18,"cont"
"2468","complex",100,100,18,"cont"
"2469","linear",200,100,18,"cont"
"2470","rbf",200,100,18,"cont"
"2471","matern32",200,100,18,"cont"
"2472","complex",200,100,18,"cont"
"2473","linear",500,100,18,"cont"
"2474","rbf",500,100,18,"cont"
"2475","matern32",500,100,18,"cont"
"2476","complex",500,100,18,"cont"
"2477","linear",1000,100,18,"cont"
"2478","rbf",1000,100,18,"cont"
"2479","matern32",1000,100,18,"cont"
"2480","complex",1000,100,18,"cont"
"2481","linear",100,200,18,"cont"
"2482","rbf",100,200,18,"cont"
"2483","matern32",100,200,18,"cont"
"2484","complex",100,200,18,"cont"
"2485","linear",200,200,18,"cont"
"2486","rbf",200,200,18,"cont"
"2487","matern32",200,200,18,"cont"
"2488","complex",200,200,18,"cont"
"2489","linear",500,200,18,"cont"
"2490","rbf",500,200,18,"cont"
"2491","matern32",500,200,18,"cont"
"2492","complex",500,200,18,"cont"
"2493","linear",1000,200,18,"cont"
"2494","rbf",1000,200,18,"cont"
"2495","matern32",1000,200,18,"cont"
"2496","complex",1000,200,18,"cont"
"2497","linear",100,25,19,"cont"
"2498","rbf",100,25,19,"cont"
"2499","matern32",100,25,19,"cont"
"2500","complex",100,25,19,"cont"
"2501","linear",200,25,19,"cont"
"2502","rbf",200,25,19,"cont"
"2503","matern32",200,25,19,"cont"
"2504","complex",200,25,19,"cont"
"2505","linear",500,25,19,"cont"
"2506","rbf",500,25,19,"cont"
"2507","matern32",500,25,19,"cont"
"2508","complex",500,25,19,"cont"
"2509","linear",1000,25,19,"cont"
"2510","rbf",1000,25,19,"cont"
"2511","matern32",1000,25,19,"cont"
"2512","complex",1000,25,19,"cont"
"2513","linear",100,50,19,"cont"
"2514","rbf",100,50,19,"cont"
"2515","matern32",100,50,19,"cont"
"2516","complex",100,50,19,"cont"
"2517","linear",200,50,19,"cont"
"2518","rbf",200,50,19,"cont"
"2519","matern32",200,50,19,"cont"
"2520","complex",200,50,19,"cont"
"2521","linear",500,50,19,"cont"
"2522","rbf",500,50,19,"cont"
"2523","matern32",500,50,19,"cont"
"2524","complex",500,50,19,"cont"
"2525","linear",1000,50,19,"cont"
"2526","rbf",1000,50,19,"cont"
"2527","matern32",1000,50,19,"cont"
"2528","complex",1000,50,19,"cont"
"2529","linear",100,100,19,"cont"
"2530","rbf",100,100,19,"cont"
"2531","matern32",100,100,19,"cont"
"2532","complex",100,100,19,"cont"
"2533","linear",200,100,19,"cont"
"2534","rbf",200,100,19,"cont"
"2535","matern32",200,100,19,"cont"
"2536","complex",200,100,19,"cont"
"2537","linear",500,100,19,"cont"
"2538","rbf",500,100,19,"cont"
"2539","matern32",500,100,19,"cont"
"2540","complex",500,100,19,"cont"
"2541","linear",1000,100,19,"cont"
"2542","rbf",1000,100,19,"cont"
"2543","matern32",1000,100,19,"cont"
"2544","complex",1000,100,19,"cont"
"2545","linear",100,200,19,"cont"
"2546","rbf",100,200,19,"cont"
"2547","matern32",100,200,19,"cont"
"2548","complex",100,200,19,"cont"
"2549","linear",200,200,19,"cont"
"2550","rbf",200,200,19,"cont"
"2551","matern32",200,200,19,"cont"
"2552","complex",200,200,19,"cont"
"2553","linear",500,200,19,"cont"
"2554","rbf",500,200,19,"cont"
"2555","matern32",500,200,19,"cont"
"2556","complex",500,200,19,"cont"
"2557","linear",1000,200,19,"cont"
"2558","rbf",1000,200,19,"cont"
"2559","matern32",1000,200,19,"cont"
"2560","complex",1000,200,19,"cont"
"2561","linear",100,25,0,"adult"
"2562","rbf",100,25,0,"adult"
"2563","matern32",100,25,0,"adult"
"2564","complex",100,25,0,"adult"
"2565","linear",200,25,0,"adult"
"2566","rbf",200,25,0,"adult"
"2567","matern32",200,25,0,"adult"
"2568","complex",200,25,0,"adult"
"2569","linear",500,25,0,"adult"
"2570","rbf",500,25,0,"adult"
"2571","matern32",500,25,0,"adult"
"2572","complex",500,25,0,"adult"
"2573","linear",1000,25,0,"adult"
"2574","rbf",1000,25,0,"adult"
"2575","matern32",1000,25,0,"adult"
"2576","complex",1000,25,0,"adult"
"2577","linear",100,50,0,"adult"
"2578","rbf",100,50,0,"adult"
"2579","matern32",100,50,0,"adult"
"2580","complex",100,50,0,"adult"
"2581","linear",200,50,0,"adult"
"2582","rbf",200,50,0,"adult"
"2583","matern32",200,50,0,"adult"
"2584","complex",200,50,0,"adult"
"2585","linear",500,50,0,"adult"
"2586","rbf",500,50,0,"adult"
"2587","matern32",500,50,0,"adult"
"2588","complex",500,50,0,"adult"
"2589","linear",1000,50,0,"adult"
"2590","rbf",1000,50,0,"adult"
"2591","matern32",1000,50,0,"adult"
"2592","complex",1000,50,0,"adult"
"2593","linear",100,100,0,"adult"
"2594","rbf",100,100,0,"adult"
"2595","matern32",100,100,0,"adult"
"2596","complex",100,100,0,"adult"
"2597","linear",200,100,0,"adult"
"2598","rbf",200,100,0,"adult"
"2599","matern32",200,100,0,"adult"
"2600","complex",200,100,0,"adult"
"2601","linear",500,100,0,"adult"
"2602","rbf",500,100,0,"adult"
"2603","matern32",500,100,0,"adult"
"2604","complex",500,100,0,"adult"
"2605","linear",1000,100,0,"adult"
"2606","rbf",1000,100,0,"adult"
"2607","matern32",1000,100,0,"adult"
"2608","complex",1000,100,0,"adult"
"2609","linear",100,200,0,"adult"
"2610","rbf",100,200,0,"adult"
"2611","matern32",100,200,0,"adult"
"2612","complex",100,200,0,"adult"
"2613","linear",200,200,0,"adult"
"2614","rbf",200,200,0,"adult"
"2615","matern32",200,200,0,"adult"
"2616","complex",200,200,0,"adult"
"2617","linear",500,200,0,"adult"
"2618","rbf",500,200,0,"adult"
"2619","matern32",500,200,0,"adult"
"2620","complex",500,200,0,"adult"
"2621","linear",1000,200,0,"adult"
"2622","rbf",1000,200,0,"adult"
"2623","matern32",1000,200,0,"adult"
"2624","complex",1000,200,0,"adult"
"2625","linear",100,25,1,"adult"
"2626","rbf",100,25,1,"adult"
"2627","matern32",100,25,1,"adult"
"2628","complex",100,25,1,"adult"
"2629","linear",200,25,1,"adult"
"2630","rbf",200,25,1,"adult"
"2631","matern32",200,25,1,"adult"
"2632","complex",200,25,1,"adult"
"2633","linear",500,25,1,"adult"
"2634","rbf",500,25,1,"adult"
"2635","matern32",500,25,1,"adult"
"2636","complex",500,25,1,"adult"
"2637","linear",1000,25,1,"adult"
"2638","rbf",1000,25,1,"adult"
"2639","matern32",1000,25,1,"adult"
"2640","complex",1000,25,1,"adult"
"2641","linear",100,50,1,"adult"
"2642","rbf",100,50,1,"adult"
"2643","matern32",100,50,1,"adult"
"2644","complex",100,50,1,"adult"
"2645","linear",200,50,1,"adult"
"2646","rbf",200,50,1,"adult"
"2647","matern32",200,50,1,"adult"
"2648","complex",200,50,1,"adult"
"2649","linear",500,50,1,"adult"
"2650","rbf",500,50,1,"adult"
"2651","matern32",500,50,1,"adult"
"2652","complex",500,50,1,"adult"
"2653","linear",1000,50,1,"adult"
"2654","rbf",1000,50,1,"adult"
"2655","matern32",1000,50,1,"adult"
"2656","complex",1000,50,1,"adult"
"2657","linear",100,100,1,"adult"
"2658","rbf",100,100,1,"adult"
"2659","matern32",100,100,1,"adult"
"2660","complex",100,100,1,"adult"
"2661","linear",200,100,1,"adult"
"2662","rbf",200,100,1,"adult"
"2663","matern32",200,100,1,"adult"
"2664","complex",200,100,1,"adult"
"2665","linear",500,100,1,"adult"
"2666","rbf",500,100,1,"adult"
"2667","matern32",500,100,1,"adult"
"2668","complex",500,100,1,"adult"
"2669","linear",1000,100,1,"adult"
"2670","rbf",1000,100,1,"adult"
"2671","matern32",1000,100,1,"adult"
"2672","complex",1000,100,1,"adult"
"2673","linear",100,200,1,"adult"
"2674","rbf",100,200,1,"adult"
"2675","matern32",100,200,1,"adult"
"2676","complex",100,200,1,"adult"
"2677","linear",200,200,1,"adult"
"2678","rbf",200,200,1,"adult"
"2679","matern32",200,200,1,"adult"
"2680","complex",200,200,1,"adult"
"2681","linear",500,200,1,"adult"
"2682","rbf",500,200,1,"adult"
"2683","matern32",500,200,1,"adult"
"2684","complex",500,200,1,"adult"
"2685","linear",1000,200,1,"adult"
"2686","rbf",1000,200,1,"adult"
"2687","matern32",1000,200,1,"adult"
"2688","complex",1000,200,1,"adult"
"2689","linear",100,25,2,"adult"
"2690","rbf",100,25,2,"adult"
"2691","matern32",100,25,2,"adult"
"2692","complex",100,25,2,"adult"
"2693","linear",200,25,2,"adult"
"2694","rbf",200,25,2,"adult"
"2695","matern32",200,25,2,"adult"
"2696","complex",200,25,2,"adult"
"2697","linear",500,25,2,"adult"
"2698","rbf",500,25,2,"adult"
"2699","matern32",500,25,2,"adult"
"2700","complex",500,25,2,"adult"
"2701","linear",1000,25,2,"adult"
"2702","rbf",1000,25,2,"adult"
"2703","matern32",1000,25,2,"adult"
"2704","complex",1000,25,2,"adult"
"2705","linear",100,50,2,"adult"
"2706","rbf",100,50,2,"adult"
"2707","matern32",100,50,2,"adult"
"2708","complex",100,50,2,"adult"
"2709","linear",200,50,2,"adult"
"2710","rbf",200,50,2,"adult"
"2711","matern32",200,50,2,"adult"
"2712","complex",200,50,2,"adult"
"2713","linear",500,50,2,"adult"
"2714","rbf",500,50,2,"adult"
"2715","matern32",500,50,2,"adult"
"2716","complex",500,50,2,"adult"
"2717","linear",1000,50,2,"adult"
"2718","rbf",1000,50,2,"adult"
"2719","matern32",1000,50,2,"adult"
"2720","complex",1000,50,2,"adult"
"2721","linear",100,100,2,"adult"
"2722","rbf",100,100,2,"adult"
"2723","matern32",100,100,2,"adult"
"2724","complex",100,100,2,"adult"
"2725","linear",200,100,2,"adult"
"2726","rbf",200,100,2,"adult"
"2727","matern32",200,100,2,"adult"
"2728","complex",200,100,2,"adult"
"2729","linear",500,100,2,"adult"
"2730","rbf",500,100,2,"adult"
"2731","matern32",500,100,2,"adult"
"2732","complex",500,100,2,"adult"
"2733","linear",1000,100,2,"adult"
"2734","rbf",1000,100,2,"adult"
"2735","matern32",1000,100,2,"adult"
"2736","complex",1000,100,2,"adult"
"2737","linear",100,200,2,"adult"
"2738","rbf",100,200,2,"adult"
"2739","matern32",100,200,2,"adult"
"2740","complex",100,200,2,"adult"
"2741","linear",200,200,2,"adult"
"2742","rbf",200,200,2,"adult"
"2743","matern32",200,200,2,"adult"
"2744","complex",200,200,2,"adult"
"2745","linear",500,200,2,"adult"
"2746","rbf",500,200,2,"adult"
"2747","matern32",500,200,2,"adult"
"2748","complex",500,200,2,"adult"
"2749","linear",1000,200,2,"adult"
"2750","rbf",1000,200,2,"adult"
"2751","matern32",1000,200,2,"adult"
"2752","complex",1000,200,2,"adult"
"2753","linear",100,25,3,"adult"
"2754","rbf",100,25,3,"adult"
"2755","matern32",100,25,3,"adult"
"2756","complex",100,25,3,"adult"
"2757","linear",200,25,3,"adult"
"2758","rbf",200,25,3,"adult"
"2759","matern32",200,25,3,"adult"
"2760","complex",200,25,3,"adult"
"2761","linear",500,25,3,"adult"
"2762","rbf",500,25,3,"adult"
"2763","matern32",500,25,3,"adult"
"2764","complex",500,25,3,"adult"
"2765","linear",1000,25,3,"adult"
"2766","rbf",1000,25,3,"adult"
"2767","matern32",1000,25,3,"adult"
"2768","complex",1000,25,3,"adult"
"2769","linear",100,50,3,"adult"
"2770","rbf",100,50,3,"adult"
"2771","matern32",100,50,3,"adult"
"2772","complex",100,50,3,"adult"
"2773","linear",200,50,3,"adult"
"2774","rbf",200,50,3,"adult"
"2775","matern32",200,50,3,"adult"
"2776","complex",200,50,3,"adult"
"2777","linear",500,50,3,"adult"
"2778","rbf",500,50,3,"adult"
"2779","matern32",500,50,3,"adult"
"2780","complex",500,50,3,"adult"
"2781","linear",1000,50,3,"adult"
"2782","rbf",1000,50,3,"adult"
