"name","n","dim","i","data"
"rbf",200,100,12,"mi"
"matern32",200,100,12,"mi"
"complex",200,100,12,"mi"
"linear",500,100,12,"mi"
"rbf",500,100,12,"mi"
"matern32",500,100,12,"mi"
"complex",500,100,12,"mi"
"linear",1000,100,12,"mi"
"rbf",1000,100,12,"mi"
"matern32",1000,100,12,"mi"
"complex",1000,100,12,"mi"
"linear",100,25,13,"mi"
"rbf",100,25,13,"mi"
"matern32",100,25,13,"mi"
"complex",100,25,13,"mi"
"linear",200,25,13,"mi"
"rbf",200,25,13,"mi"
"matern32",200,25,13,"mi"
"complex",200,25,13,"mi"
"linear",500,25,13,"mi"
"rbf",500,25,13,"mi"
"matern32",500,25,13,"mi"
"complex",500,25,13,"mi"
"linear",1000,25,13,"mi"
"rbf",1000,25,13,"mi"
"matern32",1000,25,13,"mi"
"complex",1000,25,13,"mi"
"linear",100,50,13,"mi"
"rbf",100,50,13,"mi"
"matern32",100,50,13,"mi"
"complex",100,50,13,"mi"
"linear",200,50,13,"mi"
"rbf",200,50,13,"mi"
"matern32",200,50,13,"mi"
"complex",200,50,13,"mi"
"linear",500,50,13,"mi"
"rbf",500,50,13,"mi"
"matern32",500,50,13,"mi"
"complex",500,50,13,"mi"
"linear",1000,50,13,"mi"
"rbf",1000,50,13,"mi"
"matern32",1000,50,13,"mi"
"complex",1000,50,13,"mi"
"linear",100,100,13,"mi"
"rbf",100,100,13,"mi"
"matern32",100,100,13,"mi"
"complex",100,100,13,"mi"
"linear",200,100,13,"mi"
"rbf",200,100,13,"mi"
"matern32",200,100,13,"mi"
"complex",200,100,13,"mi"
"linear",500,100,13,"mi"
"rbf",500,100,13,"mi"
"matern32",500,100,13,"mi"
"complex",500,100,13,"mi"
"linear",1000,100,13,"mi"
"rbf",1000,100,13,"mi"
"matern32",1000,100,13,"mi"
"complex",1000,100,13,"mi"
"linear",100,25,14,"mi"
"rbf",100,25,14,"mi"
"matern32",100,25,14,"mi"
"complex",100,25,14,"mi"
"linear",200,25,14,"mi"
"rbf",200,25,14,"mi"
"matern32",200,25,14,"mi"
"complex",200,25,14,"mi"
"linear",500,25,14,"mi"
"rbf",500,25,14,"mi"
"matern32",500,25,14,"mi"
"complex",500,25,14,"mi"
"linear",1000,25,14,"mi"
"rbf",1000,25,14,"mi"
"matern32",1000,25,14,"mi"
"complex",1000,25,14,"mi"
"linear",100,50,14,"mi"
"rbf",100,50,14,"mi"
"matern32",100,50,14,"mi"
"complex",100,50,14,"mi"
"linear",200,50,14,"mi"
"rbf",200,50,14,"mi"
"matern32",200,50,14,"mi"
"complex",200,50,14,"mi"
"linear",500,50,14,"mi"
"rbf",500,50,14,"mi"
"matern32",500,50,14,"mi"
"complex",500,50,14,"mi"
"linear",1000,50,14,"mi"
"rbf",1000,50,14,"mi"
"matern32",1000,50,14,"mi"
"complex",1000,50,14,"mi"
"linear",100,100,14,"mi"
"rbf",100,100,14,"mi"
"matern32",100,100,14,"mi"
"complex",100,100,14,"mi"
"linear",200,100,14,"mi"
"rbf",200,100,14,"mi"
"matern32",200,100,14,"mi"
"complex",200,100,14,"mi"
"linear",500,100,14,"mi"
"rbf",500,100,14,"mi"
"matern32",500,100,14,"mi"
"complex",500,100,14,"mi"
"linear",1000,100,14,"mi"
"rbf",1000,100,14,"mi"
"matern32",1000,100,14,"mi"
"complex",1000,100,14,"mi"
"linear",100,25,15,"mi"
"rbf",100,25,15,"mi"
"matern32",100,25,15,"mi"
"complex",100,25,15,"mi"
"linear",200,25,15,"mi"
"rbf",200,25,15,"mi"
"matern32",200,25,15,"mi"
"complex",200,25,15,"mi"
"linear",500,25,15,"mi"
"rbf",500,25,15,"mi"
"matern32",500,25,15,"mi"
"complex",500,25,15,"mi"
"linear",1000,25,15,"mi"
"rbf",1000,25,15,"mi"
"matern32",1000,25,15,"mi"
"complex",1000,25,15,"mi"
"linear",100,50,15,"mi"
"rbf",100,50,15,"mi"
"matern32",100,50,15,"mi"
"complex",100,50,15,"mi"
"linear",200,50,15,"mi"
"rbf",200,50,15,"mi"
"matern32",200,50,15,"mi"
"complex",200,50,15,"mi"
"linear",500,50,15,"mi"
"rbf",500,50,15,"mi"
"matern32",500,50,15,"mi"
"complex",500,50,15,"mi"
"linear",1000,50,15,"mi"
"rbf",1000,50,15,"mi"
"matern32",1000,50,15,"mi"
"complex",1000,50,15,"mi"
"linear",100,100,15,"mi"
"rbf",100,100,15,"mi"
"matern32",100,100,15,"mi"
"complex",100,100,15,"mi"
"linear",200,100,15,"mi"
"rbf",200,100,15,"mi"
"matern32",200,100,15,"mi"
"complex",200,100,15,"mi"
"linear",500,100,15,"mi"
"rbf",500,100,15,"mi"
"matern32",500,100,15,"mi"
"complex",500,100,15,"mi"
"linear",1000,100,15,"mi"
"rbf",1000,100,15,"mi"
"matern32",1000,100,15,"mi"
"complex",1000,100,15,"mi"
"linear",100,25,16,"mi"
"rbf",100,25,16,"mi"
"matern32",100,25,16,"mi"
"complex",100,25,16,"mi"
"linear",200,25,16,"mi"
"rbf",200,25,16,"mi"
"matern32",200,25,16,"mi"
"complex",200,25,16,"mi"
"linear",500,25,16,"mi"
"rbf",500,25,16,"mi"
"matern32",500,25,16,"mi"
"complex",500,25,16,"mi"
"linear",1000,25,16,"mi"
"rbf",1000,25,16,"mi"
"matern32",1000,25,16,"mi"
"complex",1000,25,16,"mi"
"linear",100,50,16,"mi"
"rbf",100,50,16,"mi"
"matern32",100,50,16,"mi"
"complex",100,50,16,"mi"
"linear",200,50,16,"mi"
"rbf",200,50,16,"mi"
"matern32",200,50,16,"mi"
"complex",200,50,16,"mi"
"linear",500,50,16,"mi"
"rbf",500,50,16,"mi"
"matern32",500,50,16,"mi"
"complex",500,50,16,"mi"
"linear",1000,50,16,"mi"
"rbf",1000,50,16,"mi"
"matern32",1000,50,16,"mi"
"complex",1000,50,16,"mi"
"linear",100,100,16,"mi"
"rbf",100,100,16,"mi"
"matern32",100,100,16,"mi"
"complex",100,100,16,"mi"
"linear",200,100,16,"mi"
"rbf",200,100,16,"mi"
"matern32",200,100,16,"mi"
"complex",200,100,16,"mi"
"linear",500,100,16,"mi"
"rbf",500,100,16,"mi"
"matern32",500,100,16,"mi"
"complex",500,100,16,"mi"
"linear",1000,100,16,"mi"
"rbf",1000,100,16,"mi"
"matern32",1000,100,16,"mi"
"complex",1000,100,16,"mi"
"linear",100,25,17,"mi"
"rbf",100,25,17,"mi"
"matern32",100,25,17,"mi"
"complex",100,25,17,"mi"
"linear",200,25,17,"mi"
"rbf",200,25,17,"mi"
"matern32",200,25,17,"mi"
"complex",200,25,17,"mi"
"linear",500,25,17,"mi"
"rbf",500,25,17,"mi"
"matern32",500,25,17,"mi"
"complex",500,25,17,"mi"
"linear",1000,25,17,"mi"
"rbf",1000,25,17,"mi"
"matern32",1000,25,17,"mi"
"complex",1000,25,17,"mi"
"linear",100,50,17,"mi"
"rbf",100,50,17,"mi"
"matern32",100,50,17,"mi"
"complex",100,50,17,"mi"
"linear",200,50,17,"mi"
"rbf",200,50,17,"mi"
"matern32",200,50,17,"mi"
"complex",200,50,17,"mi"
"linear",500,50,17,"mi"
"rbf",500,50,17,"mi"
"matern32",500,50,17,"mi"
"complex",500,50,17,"mi"
"linear",1000,50,17,"mi"
"rbf",1000,50,17,"mi"
"matern32",1000,50,17,"mi"
"complex",1000,50,17,"mi"
"linear",100,100,17,"mi"
"rbf",100,100,17,"mi"
"matern32",100,100,17,"mi"
"complex",100,100,17,"mi"
"linear",200,100,17,"mi"
"rbf",200,100,17,"mi"
"matern32",200,100,17,"mi"
"complex",200,100,17,"mi"
"linear",500,100,17,"mi"
"rbf",500,100,17,"mi"
"matern32",500,100,17,"mi"
"complex",500,100,17,"mi"
"linear",1000,100,17,"mi"
"rbf",1000,100,17,"mi"
"matern32",1000,100,17,"mi"
"complex",1000,100,17,"mi"
"linear",100,25,18,"mi"
"rbf",100,25,18,"mi"
"matern32",100,25,18,"mi"
"complex",100,25,18,"mi"
"linear",200,25,18,"mi"
"rbf",200,25,18,"mi"
"matern32",200,25,18,"mi"
"complex",200,25,18,"mi"
"linear",500,25,18,"mi"
"rbf",500,25,18,"mi"
"matern32",500,25,18,"mi"
"complex",500,25,18,"mi"
"linear",1000,25,18,"mi"
"rbf",1000,25,18,"mi"
"matern32",1000,25,18,"mi"
"complex",1000,25,18,"mi"
"linear",100,50,18,"mi"
"rbf",100,50,18,"mi"
"matern32",100,50,18,"mi"
"complex",100,50,18,"mi"
"linear",200,50,18,"mi"
"rbf",200,50,18,"mi"
"matern32",200,50,18,"mi"
"complex",200,50,18,"mi"
"linear",500,50,18,"mi"
"rbf",500,50,18,"mi"
"matern32",500,50,18,"mi"
"complex",500,50,18,"mi"
"linear",1000,50,18,"mi"
"rbf",1000,50,18,"mi"
"matern32",1000,50,18,"mi"
"complex",1000,50,18,"mi"
"linear",100,100,18,"mi"
"rbf",100,100,18,"mi"
"matern32",100,100,18,"mi"
"complex",100,100,18,"mi"
"linear",200,100,18,"mi"
"rbf",200,100,18,"mi"
"matern32",200,100,18,"mi"
"complex",200,100,18,"mi"
"linear",500,100,18,"mi"
"rbf",500,100,18,"mi"
"matern32",500,100,18,"mi"
"complex",500,100,18,"mi"
"linear",1000,100,18,"mi"
"rbf",1000,100,18,"mi"
"matern32",1000,100,18,"mi"
"complex",1000,100,18,"mi"
"linear",100,25,19,"mi"
"rbf",100,25,19,"mi"
"matern32",100,25,19,"mi"
"complex",100,25,19,"mi"
"linear",200,25,19,"mi"
"rbf",200,25,19,"mi"
"matern32",200,25,19,"mi"
"complex",200,25,19,"mi"
"linear",500,25,19,"mi"
"rbf",500,25,19,"mi"
"matern32",500,25,19,"mi"
"complex",500,25,19,"mi"
"linear",1000,25,19,"mi"
"rbf",1000,25,19,"mi"
"matern32",1000,25,19,"mi"
"complex",1000,25,19,"mi"
"linear",100,50,19,"mi"
"rbf",100,50,19,"mi"
"matern32",100,50,19,"mi"
"complex",100,50,19,"mi"
"linear",200,50,19,"mi"
"rbf",200,50,19,"mi"
"matern32",200,50,19,"mi"
"complex",200,50,19,"mi"
"linear",500,50,19,"mi"
"rbf",500,50,19,"mi"
"matern32",500,50,19,"mi"
"complex",500,50,19,"mi"
"linear",1000,50,19,"mi"
"rbf",1000,50,19,"mi"
"matern32",1000,50,19,"mi"
"complex",1000,50,19,"mi"
"linear",100,100,19,"mi"
"rbf",100,100,19,"mi"
"matern32",100,100,19,"mi"
"complex",100,100,19,"mi"
"linear",200,100,19,"mi"
"rbf",200,100,19,"mi"
"matern32",200,100,19,"mi"
"complex",200,100,19,"mi"
"linear",500,100,19,"mi"
"rbf",500,100,19,"mi"
"matern32",500,100,19,"mi"
"complex",500,100,19,"mi"
"linear",1000,100,19,"mi"
"rbf",1000,100,19,"mi"
"matern32",1000,100,19,"mi"
"complex",1000,100,19,"mi"
